"loc","lat","long","basin","huc12","state","county","ecoregion3","ecoregion4","eco4","gridcode","catchkm2","fid","bfi","elev","roaddens","storder","flow","slope","huc08","fish.rich"
"RV_14_4846",34.872674,-84.724195,"Coosa (14)","031501010206","Georgia","Murray","Ridge and Valley","67f","Southern Limestone/Dolomite Valleys and Low Rolling Hills",2557121,2.2563,12193270,49.7211806940566,343.128280813722,1.77777032459513,3,-0.230602976899996,0.01613817,"03150101",81
"RV_14_4847",34.419672,-85.254503,"Coosa (14)","031501030402","Georgia","Chattooga","Ridge and Valley","67g","Southern Shale Valleys",2560304,1.1133,6489730,41.7574777687955,207.842748585287,2.8939293160388,4,-0.0174743767620231,0.00336255,"03150103",65
"RV_14_4849",34.57497,-84.176487,"Coosa (14)","031501040103","Georgia","Lumpkin","Blue Ridge","66g","Southern Metasedimentary Mountains",2562304,2.1213,6494486,68.0644887568944,571.20929147221,0.341140652656343,2,-0.283067200457148,0.0171908,"03150104",76
"RV_14_4850",34.58479,-84.791885,"Coosa (14)","031501020803","Georgia","Gordon","Ridge and Valley","67g","Southern Shale Valleys",2558612,0.864,6478741,54,203.991989583333,2.11150307879167,3,-0.382503753745839,0.00104265,"03150102",68
"RV_14_4851",34.08547,-84.529354,"Coosa (14)","031501040808","Georgia","Cherokee","Piedmont","45a","Southern Inner Piedmont",2561230,8.1414,6498024,51,287.210759451691,7.26393396432677,3,0.299277407395131,0.00101878,"03150104",76
"RV_14_4853",34.341355,-85.492493,"Coosa (14)","031501050502","Alabama","Cherokee (AL)","Ridge and Valley","67h","Southern Sandstone Ridges",2564346,5.7465,15820835,41.4620203602193,288.090869224745,0.168293911857478,2,-0.690683653013726,0.01393817,"03150105",70
"RV_14_4854",34.015086,-84.906728,"Coosa (14)","031501041202","Georgia","Paulding","Piedmont","45d","Talledega Upland",2562557,0.9684,6498346,48,270.722434944238,1.12178441289033,3,-0.412536921549915,0.00463864,"03150104",76
"RV_14_4858",34.625876,-84.872484,"Coosa (14)","031501010503","Georgia","Murray","Ridge and Valley","67g","Southern Shale Valleys",2557848,1.1664,12194230,49.0177469135802,213.887654320988,2.39868511236883,3,-0.386887441106593,0.00225751,"03150101",81
"RV_14_4864",34.937469,-84.570474,"Coosa (14)","031501010102","Georgia","Fannin","Blue Ridge","66g","Southern Metasedimentary Mountains",2557845,4.0455,12192854,57.7946607341491,668.917023359288,0.00862358955706341,2,-0.23295165389287,0.02562369,"03150101",81
"RV_14_4869",33.960865,-85.061359,"Coosa (14)","031501041402","Georgia","Polk","Piedmont","45d","Talledega Upland",2563546,0.9666,6501582,46.2448789571695,293.259851024209,0.591556018846369,3,-0.711378551737118,0.01582983,"03150104",76
"RV_14_4870",34.258176,-84.330231,"Coosa (14)","031501040601","Georgia","Cherokee","Piedmont","45a","Southern Inner Piedmont",2561379,3.2517,6497106,61.0154995848325,332.18588430667,2.57482091261279,2,-0.424104185610681,0.00268898,"03150104",76
"RV_14_4871",34.646555,-85.061472,"Coosa (14)","031501030203","Georgia","Walker","Ridge and Valley","67h","Southern Sandstone Ridges",2560032,8.8695,6486838,44.1760527650938,342.912696093354,1.31876127421613,1,-0.696697477858692,0.01493767,"03150103",65
"RV_14_4876",34.647057,-85.008308,"Coosa (14)","031501010502","Georgia","Whitfield","Ridge and Valley","67h","Southern Sandstone Ridges",2558482,2.7369,12194776,44.8365669187767,282.103525156199,0.697415161538967,3,-0.246795562108559,0.00713716,"03150101",81
"RV_14_4879",33.886507,-85.459326,"Coosa (14)","031501050903","Alabama","Cleburne (AL)","Piedmont","45d","Talledega Upland",2565819,0.7254,15824709,46,299.37800248139,0.166035097027295,4,0.0901638732824728,0.00755717,"03150105",70
"RV_14_4880",33.973496,-85.040212,"Coosa (14)","031501041402","Georgia","Polk","Ridge and Valley","67f","Southern Limestone/Dolomite Valleys and Low Rolling Hills",2561629,0.4977,6501536,46,258.273761301989,2.44672292739602,3,-0.44166291440211,0.00357753,"03150104",76
"RV_14_4883",34.385695,-85.145058,"Coosa (14)","031501030507","Georgia","Floyd","Ridge and Valley","67g","Southern Shale Valleys",2560323,1.7208,6489270,44.4508368200837,202.09079497908,2.24793170978556,3,-0.518978121368989,0.00252808,"03150103",65
"RV_14_4884",34.480459,-85.233676,"Coosa (14)","031501030404","Georgia","Chattooga","Ridge and Valley","67g","Southern Shale Valleys",2559883,3.744,6488788,42.8290865384615,232.610911057692,1.1784891543726,3,-0.475779482098801,0.00264916,"03150103",65
"RV_14_4885",34.577103,-85.202942,"Coosa (14)","031501030502","Georgia","Chattooga","Ridge and Valley","67i","Southern Dissected Ridges and Knobs",2560184,0.6264,6486980,41,287.923520114943,1.6430923946408,3,-0.452472640748227,0.00540669,"03150103",65
"RV_15_4952",34.828146,-85.456939,"Tennessee (15)","060200011104","Georgia","Dade","Southwestern Appalachians ","68d","Southern Table Plateau",2792882,0.54,19698399,38.0733333333333,522.31855,1.09423187355167,3,-0.270002979538958,0.00677829,"06020001",105
"RV_15_4953",34.975423,-85.240616,"Tennessee (15)","060200010903","Georgia","Catoosa","Ridge and Valley","67f","Southern Limestone/Dolomite Valleys and Low Rolling Hills",2791840,3.4542,19697375,40,233.181440854612,8.01345160057321,3,-0.302393809921805,0.00214171,"06020001",105
"RV_15_4954",34.898848,-84.175751,"Tennessee (15)","060200030201","Georgia","Fannin","Blue Ridge","66j","Broad Basins",2796799,2.7162,19668665,59.0470510271703,581.295275016567,2.61286234425116,2,-0.529504994191411,0.01537381,"06020003",65
"RV_15_4959",34.824197,-85.491531,"Tennessee (15)","060200011104","Georgia","Dade","Southwestern Appalachians ","68d","Southern Table Plateau",2792774,5.3586,19698471,38,563.095376217669,2.61416403247879,2,-0.357848338263722,0.04398851,"06020001",105
"RV_15_4961",34.746923,-85.12355,"Tennessee (15)","060200010701","Georgia","Whitfield","Ridge and Valley","67h","Southern Sandstone Ridges",2790957,1.0935,19698807,44,291.663193415638,1.78560252199177,2,-0.617465261271498,0.00096842,"06020001",105
"RV_15_4962",34.984022,-83.936711,"Tennessee (15)","060200020302","Georgia","Towns","Blue Ridge","66j","Broad Basins",2796125,7.6527,19679129,54,563.903164765377,2.65025140564507,3,-0.227622563959382,0.00707775,"06020002",95
"RV_15_4964",34.888092,-84.171956,"Tennessee (15)","060200030201","Georgia","Fannin","Blue Ridge","66j","Broad Basins",2796520,3.5577,19668681,59.6724007083228,564.924432076904,3.87374841479889,2,-0.11266901433764,0.00379503,"06020003",65
"RV_15_4965",34.865507,-85.575448,"Tennessee (15)","060300010202","Georgia","Dade","Southwestern Appalachians ","68d","Southern Table Plateau",2798745,1.6866,19644920,37.0010672358591,437.345208110993,2.84104750562433,2,-0.491584647102238,0.00047819,"06030001",85
"RV_15_4966",34.925845,-83.667596,"Tennessee (15)","060200020103","Georgia","Towns","Blue Ridge","66d","Southern Crystaline Ridges and Mountains",2793307,4.9545,19679365,63.7251589464124,689.107456857402,1.98748104154405,3,0.166734298340094,0.00513307,"06020002",95
"RV_15_4967",34.955775,-84.294357,"Tennessee (15)","060200030203","Georgia","Fannin","Blue Ridge","66j","Broad Basins",2796645,3.0339,19668483,61.9291011569267,534.309388905369,3.05060915330762,3,0.000409019743669948,0.0045477,"06020003",65
"RV_15_4968",34.935442,-83.980209,"Tennessee (15)","060200020507","Georgia","Union","Blue Ridge","66j","Broad Basins",2793870,0.3807,19679267,54,606.875768321513,2.30468322199291,2,-0.346913931035087,0.01021126,"06020002",95
"RV_15_4969",34.98755,-84.08339,"Tennessee (15)","060200020601","North Carolina","Cherokee (NC)","Blue Ridge","66j","Broad Basins",2794337,3.4767,19680253,51.9847268961947,527.246810768833,3.67494642192596,2,-0.313945008990588,0.00832653,"06020002",95
"RV_15_4974",34.921908,-85.382947,"Tennessee (15)","060200011002","Georgia","Walker","Southwestern Appalachians ","68d","Southern Table Plateau",2792552,3.2157,19697877,39.6409179960817,464.856515533166,2.34532893184439,3,0.0716174682082358,0.00473333,"06020001",105
"RV_15_4975",34.995975,-85.509672,"Tennessee (15)","060200011204","Tennessee","Marion (TN)","Southwestern Appalachians ","68c","Plateau Escarpment",2792764,1.377,19697237,39,331.615071895425,4.76700651131372,3,-0.0272627301767642,0.00673249,"06020001",105
"RV_15_4977",34.984263,-84.199652,"Tennessee (15)","060200020602","Georgia","Fannin","Blue Ridge","66j","Broad Basins",2795156,5.0184,19680257,59.4971305595409,549.67593615495,2.87713372534075,3,-0.289510116191117,0.00420625,"06020002",95
"RV_15_4978",34.921311,-84.347527,"Tennessee (15)","060200030207","Georgia","Fannin","Blue Ridge","66j","Broad Basins",2796504,1.6749,19668613,62.9516389038151,499.839688339602,4.73220520926384,2,-0.0219656761181743,0.0028808,"06020003",65
"RV_15_4979",34.971232,-85.0261,"Tennessee (15)","060200010703","Georgia","Catoosa","Ridge and Valley","67g","Southern Shale Valleys",2792668,2.565,19697371,41.0561403508772,273.618319298246,1.70498896715789,2,-0.678372118864343,0.00391801,"06020001",105
"RV_15_4980",34.825779,-83.849675,"Tennessee (15)","060200020502","Georgia","Union","Blue Ridge","66j","Broad Basins",2793815,2.7378,19679799,58.9927679158448,664.737245233399,1.66705733782709,3,-0.0671012552256326,0.00981969,"06020002",95
"RV_15_4982",34.791781,-83.912164,"Tennessee (15)","060200020503","Georgia","Union","Blue Ridge","66d","Southern Crystaline Ridges and Mountains",2795680,1.7631,19679875,58.6712608473711,669.146191934661,1.40248873058703,2,-0.50263284779111,0.02172924,"06020002",95
"RV_15_4983",34.965682,-84.351526,"Tennessee (15)","060200030207","Georgia","Fannin","Blue Ridge","66j","Broad Basins",2796621,5.3532,19668465,63.039677202421,507.549139206456,4.3192022203766,2,-0.185793913080856,0.01073477,"06020003",65
"RV_15_4984",34.83574,-84.08393,"Tennessee (15)","060200020506","Georgia","Union","Blue Ridge","66j","Broad Basins",2793692,1.1619,19680403,57.0069713400465,584.87855925639,2.78688259618125,2,-0.0904826918704089,0.00513268,"06020002",95
"RV_01_241",33.584677,-82.652351,"Savannah (01)","030601050203","Georgia","Warren","Piedmont","45c","Carolina Slate Belt",2334311,11.7,6289897,44,142.946516923077,1.68046482892308,1,-0.814678292645186,0.00877661,"03060105",21
"RV_01_242",33.383869,-82.004217,"Savannah (01)","030601060602","Georgia","Richmond","Southeastern Plains","65c","Sand Hills",2335367,1.8666,22725381,63.9421407907425,55.9766152362584,3.46751256981196,3,-0.0323071328701354,0.00055628,"03060106",83
"RV_01_243",33.837566,-82.912513,"Savannah (01)","030601040504","Georgia","Wilkes","Piedmont","45c","Carolina Slate Belt",2331832,13.617,6280051,50.7558493060145,166.528061467284,1.56910578395241,1,-0.728411891035899,0.00605539,"03060104",35
"RV_01_246",33.970739,-82.745674,"Savannah (01)","030601040605","Georgia","Wilkes","Piedmont","45c","Carolina Slate Belt",2333497,1.0881,6279779,51,120.436253101737,0.663902098428453,2,-0.386527925786473,0.00133689,"03060104",35
"RV_01_252",34.339175,-83.179461,"Savannah (01)","030601040107","Georgia","Franklin","Piedmont","45b","Southern Outer Piedmont",2331804,0.6372,6277853,61,203.71738700565,1.19191018656215,3,0.141663766077106,0.01010615,"03060104",35
"RV_01_254",33.786951,-82.439891,"Savannah (01)","030601030707","Georgia","Lincoln","Piedmont","45c","Carolina Slate Belt",2330136,2.6199,11738739,45,119.126739951907,1.11863252955685,3,-0.487938284046167,0.0029029,"03060103",48
"RV_01_258",34.262824,-83.05807,"Savannah (01)","030601030301","Georgia","Hart","Piedmont","45b","Southern Outer Piedmont",2329909,2.3949,11738101,59.0864336715521,241.103130402104,2.20489257365276,3,-0.0199781139503627,0.00127802,"03060103",48
"RV_01_259",34.279639,-82.938511,"Savannah (01)","030601030407","Georgia","Hart","Piedmont","45b","Southern Outer Piedmont",2329928,7.7472,11735969,58.9178671003717,218.0759258829,1.95823904664266,2,-0.703416524448759,0.00429665,"03060103",48
"RV_01_262",33.47721,-82.073231,"Savannah (01)","030601060601","Georgia","Richmond","Southeastern Plains","65c","Sand Hills",2336186,9.5571,22725099,61.669272059516,109.710257086355,8.57615467401827,3,-0.720392715323044,0.00413313,"03060106",83
"RV_01_266",34.452443,-83.043338,"Savannah (01)","030601020504","Georgia","Hart","Piedmont","45b","Southern Outer Piedmont",2328361,2.0718,6270470,61,227.315026064292,3.04710925956125,3,0.0658542938141531,0.00844726,"03060102",51
"RV_01_269",33.413636,-82.452302,"Savannah (01)","030601080101","Georgia","McDuffie","Southeastern Plains","65c","Sand Hills",2338153,0.6813,9976367,49,123.987754293263,1.4664658867107,2,-0.308206016131404,0.00322254,"03060108",52
"RV_02_450",32.340165,-81.596663,"Ogeechee (02)","030602020504","Georgia","Bulloch","Southern Coastal Plain","75f","Sea Island Flatwoods",2342823,25.8867,9944702,46.6873066091854,39.8594113965859,1.6766211327365,1,-0.644974426780265,0.00094015,"03060202",55
"RV_02_451",31.481087,-81.355577,"Ogeechee (02)","030602040801","Georgia","McIntosh","Southern Coastal Plain","75j","Sea Islands/Coastal Marsh",2347990,2.6901,6321561,30,3.59441284710606,2.0517232211465,1,-1.49603191053166,0.00097033,"03060204",30
"RV_02_452",32.237702,-81.654258,"Ogeechee (02)","030602020503","Georgia","Bulloch","Southern Coastal Plain","75f","Sea Island Flatwoods",2343785,5.4009,9944790,39.9256790534911,32.1787085485752,2.37503460838194,1,-1.31521376385703,0.00228431,"03060202",55
"RV_02_453",32.120395,-81.987685,"Ogeechee (02)","030602030408","Georgia","Evans","Southeastern Plains","65l","Atlantic Southern Loam Plains",2343966,0.7353,9922584,37,50.1447980416157,2.73790104678091,3,-0.678665422368369,0.00090301,"03060203",37
"RV_02_460",33.129119,-82.452439,"Ogeechee (02)","030602010310","Georgia","Jefferson","Southeastern Plains","65k","Coastal Plain Red Uplands",2340545,5.4108,9957992,54.7498336660013,110.231887890885,0.960110254817033,1,-1.2153154161903,0.00795889,"03060201",48
"RV_02_465",31.855683,-81.574035,"Ogeechee (02)","030602040401","Georgia","Liberty","Southern Coastal Plain","75f","Sea Island Flatwoods",2347058,9.7002,166741917,32.6953980330302,10.1162720356281,4.87179981815736,2,-0.88946744526875,0.00074848,"03060204",30
"RV_02_468",31.91321,-81.446836,"Ogeechee (02)","030602040501","Georgia","Liberty","Southern Coastal Plain","75f","Sea Island Flatwoods",2346609,26.0928,6316967,35.3014969646799,4.90154421909492,2.22661708560293,2,-0.218517265798316,0.00038541,"03060204",30
"RV_02_470",32.363367,-82.055103,"Ogeechee (02)","030602030107","Georgia","Candler","Southeastern Plains","65l","Atlantic Southern Loam Plains",2345499,2.5785,9925378,45.6279232111693,52.3034729493892,2.45612554991274,2,-0.897065748721455,0.00322274,"03060203",37
"RV_02_471",31.955654,-81.144501,"Ogeechee (02)","030602040303","Georgia","Chatham","Southern Coastal Plain","75j","Sea Islands/Coastal Marsh",2347197,2.3292,6316945,39.8270123839009,3.61193199381762,6.18677296742658,1,-0.880316120521357,0.00120674,"03060204",30
"RV_02_472",31.449361,-81.383001,"Ogeechee (02)","030602040801","Georgia","McIntosh","Southern Coastal Plain","75j","Sea Islands/Coastal Marsh",2346929,9.3951,6321579,30,6.41840118785324,2.18412455837724,1,-0.98210800790425,0.00160233,"03060204",30
"RV_02_473",31.790491,-81.336803,"Ogeechee (02)","030602040501","Georgia","Liberty","Southern Coastal Plain","75j","Sea Islands/Coastal Marsh",2346628,9.8217,6325549,36,5.64606066159626,1.08323980207092,2,-0.388268346822978,0.00001,"03060204",30
"RV_02_474",31.519031,-81.421044,"Ogeechee (02)","030602040701","Georgia","McIntosh","Southern Coastal Plain","75j","Sea Islands/Coastal Marsh",2346349,14.5215,6316561,30,4.01345894019213,1.97892681338705,1,-0.0694614789169584,0.00001,"03060204",30
"RV_02_475",31.636263,-81.372117,"Ogeechee (02)","030602040601","Georgia","McIntosh","Southern Coastal Plain","75j","Sea Islands/Coastal Marsh",2348483,8.6193,6317909,30.5436984441892,5.09381956771432,1.67586168480735,3,0.454896784992601,0.00028875,"03060204",30
"RV_02_476",31.873412,-81.766368,"Ogeechee (02)","030602030504","Georgia","Long","Southern Coastal Plain","75f","Sea Island Flatwoods",2346212,1.3599,9927358,34,24.8609596293845,2.81867657285242,1,-1.90057285646315,0.0014336,"03060203",37
"RV_03_783",32.523133,-83.153856,"Oconee (03)","030701021003","Georgia","Laurens","Southeastern Plains","65l","Atlantic Southern Loam Plains",2461166,6.6996,1948713,45,105.661837721655,1.24842071291376,2,-0.470842394274007,0.00510816,"03070102",60
"RV_03_785",33.707759,-83.48496,"Oconee (03)","030701010906","Georgia","Morgan","Piedmont","45b","Southern Outer Piedmont",2455980,13.4505,1052163,55.7147540983607,210.210156574105,2.50095813601204,1,-0.582189862395081,0.00543572,"03070101",56
"RV_03_786",33.71775,-83.559583,"Oconee (03)","030701010904","Georgia","Morgan","Piedmont","45b","Southern Outer Piedmont",2455275,1.3914,1050591,55,198.684987063389,1.49798566187581,3,-0.121835117831152,0.00224099,"03070101",56
"RV_03_788",34.279683,-83.624586,"Oconee (03)","030701010403","Georgia","Jackson","Piedmont","45a","Southern Inner Piedmont",2455170,5.9985,1047021,64.1620405101275,265.020139534884,1.51421146237059,2,-0.0722120198296414,0.00213658,"03070101",56
"RV_03_794",34.060467,-83.709561,"Oconee (03)","030701010204","Georgia","Jackson","Piedmont","45b","Southern Outer Piedmont",2456012,7.4547,1048007,57,246.675203428709,2.22910221474104,2,-0.290853493918603,0.00332168,"03070101",56
"RV_03_795",33.726647,-83.559861,"Oconee (03)","030701010904","Georgia","Morgan","Piedmont","45b","Southern Outer Piedmont",2456657,2.9592,1050555,55,207.18496350365,1.04969159278285,3,-0.253555741667956,0.00407873,"03070101",56
"RV_03_801",34.2162,-83.676392,"Oconee (03)","030701010102","Georgia","Jackson","Piedmont","45b","Southern Outer Piedmont",2454827,1.6668,1047171,63,262.658439524838,2.0355547387527,3,0.0276245539957441,0.00277734,"03070101",56
"RV_03_805",32.417674,-83.073701,"Oconee (03)","030701021006","Georgia","Laurens","Southeastern Plains","65l","Atlantic Southern Loam Plains",2461227,4.4154,1952549,45,81.7971320831635,1.51045486254382,2,-0.512726270227555,0.00165704,"03070102",60
"RV_03_808",34.212107,-83.572277,"Oconee (03)","030701010404","Georgia","Jackson","Piedmont","45b","Southern Outer Piedmont",2458625,1.5462,1047181,63,240.323556461001,1.62306482120489,2,-0.318325171069262,0.00304515,"03070101",56
"RV_04_2064",33.711264,-84.195953,"Upper Ocmulgee (04)","030701030104","Georgia","DeKalb","Piedmont","45b","Southern Outer Piedmont",2464964,21.1905,6333710,48.2767466553408,264.125567211722,7.29516379723933,3,0.227195694167661,0.00225202,"03070103",52
"RV_04_2067",33.679444,-84.308333,"Upper Ocmulgee (04)","030701030102","Georgia","DeKalb","Piedmont","45b","Southern Outer Piedmont",2463978,6.0282,6333716,46.993580173186,252.076746790087,5.55924485964467,2,0.283984298989617,0.00156354,"03070103",52
"RV_04_2069",33.688889,-84.330556,"Upper Ocmulgee (04)","030701030102","Georgia","DeKalb","Piedmont","45b","Southern Outer Piedmont",2464580,23.6439,6334126,46.1451790948194,287.036616421149,10.1842102736097,1,-0.240438395374636,0.00436596,"03070103",52
"RV_04_2070",33.909982,-84.033464,"Upper Ocmulgee (04)","030701030302","Georgia","Gwinnett","Piedmont","45b","Southern Outer Piedmont",2454659,8.9514,6333390,50,297.68986728333,7.2466394168648,2,-0.388990566194357,0.00294259,"03070103",52
"RV_05_2072",32.164191,-83.672441,"Lower Ocmulgee (05)","030701040404","Georgia","Dooly","Southeastern Plains","65l","Atlantic Southern Loam Plains",2451376,2.8845,6364514,52,106.038767550702,0.219440067167863,2,-0.544840109477961,0.0008337,"03070104",61
"RV_05_2814",32.272613,-83.73967,"Lower Ocmulgee (05)","030701040402","Georgia","Dooly","Southeastern Plains","65l","Atlantic Southern Loam Plains",2451097,8.0352,6365028,53,128.699217069892,3.1369183233647,1,-0.776221401190998,0.00285008,"03070104",61
"RV_05_2821",32.779098,-83.825172,"Lower Ocmulgee (05)","030701031505","Georgia","Bibb","Southeastern Plains","65c","Sand Hills",2464759,1.6992,6340902,50,133.328665254237,2.47667209071504,1,-1.25238872661529,0.01017308,"03070103",52
"RV_05_2823",33.12,-83.74,"Lower Ocmulgee (05)","030701031303","Georgia","Jones","Piedmont","45b","Southern Outer Piedmont",2463802,3.6144,6335842,43.6675796812749,132.101123007968,0.486024605146912,3,-0.0753017482937541,0.00137585,"03070103",52
"RV_05_2824",31.742222,-83.045278,"Lower Ocmulgee (05)","030701040803","Georgia","Ben Hill","Southeastern Plains","65l","Atlantic Southern Loam Plains",2451404,11.1438,6369108,39.1407688580197,66.5822718462284,1.12198419803747,3,-0.425739948304941,0.00225377,"03070104",61
"RV_05_2827",31.754202,-83.008101,"Lower Ocmulgee (05)","030701040804","Georgia","Ben Hill","Southeastern Plains","65l","Atlantic Southern Loam Plains",2451125,4.365,6369112,39,65.9764247422681,1.15133995897938,2,-0.924499778507833,0.00478943,"03070104",61
"RV_05_2832",32.440729,-83.846131,"Lower Ocmulgee (05)","030701040201","Georgia","Macon","Southeastern Plains","65k","Coastal Plain Red Uplands",2451953,5.3559,6363534,54,121.343767434045,1.6721340078491,2,-0.702919833064352,0.00441737,"03070104",61
"RV_06_2935",32.020933,-81.877698,"Altamaha (06)","030701060303","Georgia","Tattnall","Southeastern Plains","65l","Atlantic Southern Loam Plains",2466593,0.2952,14343510,35,51.3803658536585,3.24680262658537,1,-1.30491777789147,0.00645985,"03070106",58
"RV_06_2937",31.466769,-81.564269,"Altamaha (06)","030701060503","Georgia","McIntosh","Southern Coastal Plain","75f","Sea Island Flatwoods",2347192,4.4802,6321639,29,4.35460626757734,1.86952798738449,1,-1.33178992429177,0.00035822,"03070106",58
"RV_06_2942",31.491437,-81.846891,"Altamaha (06)","030701060402","Georgia","Wayne","Southern Coastal Plain","75f","Sea Island Flatwoods",2466167,20.4363,14351070,28.8293037389351,17.513305588585,1.53981305131017,2,-0.24551666250791,0.00059079,"03070106",58
"RV_06_2943",31.385656,-81.411434,"Altamaha (06)","030701060504","Georgia","McIntosh","Southern Coastal Plain","75j","Sea Islands/Coastal Marsh",2346739,4.6863,166741934,30.8448242750144,4.40121759170348,2.73871681752038,2,-1.28101891541859,0.00001,"03070106",58
"RV_06_2944",31.368243,-81.422339,"Altamaha (06)","030701060504","Georgia","McIntosh","Southern Coastal Plain","75j","Sea Islands/Coastal Marsh",2347715,1.0053,6321627,31,5.91597135183527,8.70151624054611,2,-1.23853860079963,0.00331574,"03070106",58
"RV_07_2945",31.245742,-81.450631,"Satilla (07)","030702030203","Georgia","Glynn","Southern Coastal Plain","75j","Sea Islands/Coastal Marsh",2472958,7.056,9902385,31,3.45469515306122,3.78648175655612,1,-0.974388053538549,0.00001,"03070203",25
"RV_07_3090",31.512225,-82.338764,"Satilla (07)","030702011002","Georgia","Bacon","Southern Coastal Plain","75h","Bacon Terraces",2469868,8.7525,6390713,31,53.5253367609255,1.16163542997429,2,-0.48846814230332,0.0014532,"03070201",46
"RV_07_3091",31.819757,-82.64252,"Satilla (07)","030702010801","Georgia","Jeff Davis","Southern Coastal Plain","75h","Bacon Terraces",2469953,14.9949,6390017,33,72.4428329632075,1.94029162190145,1,-0.632925536318606,0.00173709,"03070201",46
"RV_07_3092",31.426701,-82.686168,"Satilla (07)","030702010504","Georgia","Coffee","Southern Coastal Plain","75h","Bacon Terraces",2469854,37.8972,6397099,33.0035385199962,58.905826446281,1.26019363008217,1,-0.301925275387183,0.0016925,"03070201",46
"RV_07_3093",31.502443,-82.710611,"Satilla (07)","030702010601","Georgia","Coffee","Southern Coastal Plain","75h","Bacon Terraces",2470288,1.197,6390703,33.1413533834586,61.3218796992481,0.696954996245113,2,-0.880876621113551,0.00096744,"03070201",46
"RV_07_3094",31.263664,-82.528966,"Satilla (07)","030702010701","Georgia","Ware","Southern Coastal Plain","75e","Okefenokee Plains",2469837,26.6211,6397893,33.0269447919132,47.309712972041,1.88057289880321,1,-0.465709171834098,0.00153516,"03070201",46
"RV_07_3097",31.229004,-81.453494,"Satilla (07)","030702030203","Georgia","Glynn","Southern Coastal Plain","75j","Sea Islands/Coastal Marsh",2472224,0.8568,9902187,31,2.15643907563025,7.4289110032458,2,-1.13415330980842,0.00121468,"03070203",25
"RV_07_3099",31.189994,-82.202803,"Satilla (07)","030702010704","Georgia","Brantley","Southern Coastal Plain","75h","Bacon Terraces",2470102,4.347,6397413,30,31.8674244306418,1.9088528929793,2,-0.198406342991132,0.00201636,"03070201",46
"RV_07_3101",31.271944,-82.313333,"Satilla (07)","030702010705","Georgia","Ware","Southern Coastal Plain","75h","Bacon Terraces",2469701,31.1769,6397921,30.0962732022748,37.8286807540198,2.21652173303311,1,-0.413523701681927,0.00185267,"03070201",46
"RV_07_3102",31.340933,-82.985115,"Satilla (07)","030702010204","Georgia","Atkinson","Southern Coastal Plain","75e","Okefenokee Plains",2469783,2.9466,6397247,35.8439218081857,65.5830116065974,1.00474094649053,3,-0.173610810353158,0.00140086,"03070201",46
"RV_07_3106",30.879125,-81.435281,"Satilla (07)","030702030401","Georgia","Camden","Southern Coastal Plain","75j","Sea Islands/Coastal Marsh",2472816,5.8473,9904757,31.3500076958596,4.51226412190242,1.89144236455287,1,-1.0975527404224,0.00088888,"03070203",25
"RV_07_3107",31.134099,-81.599531,"Satilla (07)","030702030302","Georgia","Glynn","Southern Coastal Plain","75j","Sea Islands/Coastal Marsh",2472491,9.1341,9902297,30,4.05642033697901,4.55550822969751,1,-0.907772634656427,0.00039676,"03070203",25
"RV_07_3108",31.161349,-81.596293,"Satilla (07)","030702030302","Georgia","Glynn","Southern Coastal Plain","75j","Sea Islands/Coastal Marsh",2472860,1.4157,9902257,30,6.03378893833439,5.59665953574698,2,-1.26943086184075,0.00367825,"03070203",25
"RV_07_3109",31.2292,-82.225164,"Satilla (07)","030702010705","Georgia","Pierce","Southern Coastal Plain","75h","Bacon Terraces",2469989,1.0512,6397389,30,28.7858818493151,3.24086382597603,2,-0.824171889612438,0.00301147,"03070201",46
"RV_07_3113",31.065304,-81.657625,"Satilla (07)","030702011201","Georgia","Camden","Southern Coastal Plain","75j","Sea Islands/Coastal Marsh",2471179,6.4809,6395471,30,3.59879877794751,2.78019391476586,2,-0.848204794888253,0.00067428,"03070201",46
"RV_07_3116",31.450515,-82.885089,"Satilla (07)","030702010203","Georgia","Coffee","Southeastern Plains","65l","Atlantic Southern Loam Plains",2469864,1.4202,6397045,35.6362484157161,59.4183079847909,3.51095092863118,2,-0.322078197938249,0.00278571,"03070201",46
"RV_07_3118",30.845704,-81.460072,"Satilla (07)","030702030503","Georgia","Camden","Southern Coastal Plain","75j","Sea Islands/Coastal Marsh",2472900,6.6249,9904769,32,4.60351582665399,2.21130601202282,1,-1.0452556512672,0.00036245,"03070203",25
"RV_07_3119",31.21973,-81.506978,"Satilla (07)","030702030201","Georgia","Glynn","Southern Coastal Plain","75j","Sea Islands/Coastal Marsh",2473119,31.5666,9902209,30.9586873467526,5.76171351998632,5.50401697735104,1,-0.408045270702085,0.00087393,"03070203",25
"RV_08_3144",30.828062,-82.019174,"St. Marys (08)","030702040802","Georgia","Charlton","Southern Coastal Plain","75f","Sea Island Flatwoods",2473649,17.0613,18258541,31,24.465646463048,5.24449609084243,1,-0.679017648244856,0.00331805,"03070204",54
"RV_08_3146",30.825693,-82.036061,"St. Marys (08)","030702040802","Georgia","Charlton","Southern Coastal Plain","75f","Sea Island Flatwoods",2473354,16.7301,18258535,31.4188498574426,22.4556700199042,3.61766945387595,1,-0.6848114803251,0.00273155,"03070204",54
