"trial","repl","strain","treat","dose","y","categ"
3,2,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,2,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,2,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,2,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,2,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,2,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,2,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,2,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,2,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,2,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,2,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,2,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,2,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,2,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,2,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,2,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,2,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,3,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,4,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,4,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,4,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,4,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,4,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,4,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,4,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,4,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,4,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,4,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,4,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,4,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,4,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,5,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,5,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,5,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,5,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,5,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,5,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,5,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,5,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,5,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,5,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,5,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,5,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,5,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,6,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,6,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,6,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,6,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,6,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,6,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,6,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,6,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,6,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,6,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,6,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,6,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,6,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,6,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,6,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,7,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,7,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,7,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,7,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,7,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,7,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,7,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,7,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,7,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,8,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,8,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,8,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,8,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,8,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,8,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,8,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,8,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,8,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,8,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,9,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,9,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,9,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,9,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,9,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,9,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,9,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,9,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,10,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,10,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,10,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,10,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,10,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,10,"CB4856","Serratia",101.8358815,1,"Detrimental"
3,1,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,1,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,1,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,1,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,1,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,1,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,1,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,1,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,1,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,1,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,2,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,2,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,2,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,2,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,2,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,2,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,2,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,3,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,3,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,3,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,3,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,3,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,3,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,4,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,4,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,4,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,4,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,5,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,5,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,5,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,5,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,5,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,5,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,6,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,6,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,7,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,7,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,7,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,7,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,8,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,8,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,8,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,8,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,9,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,9,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,9,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,9,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,9,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,9,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,9,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,10,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,10,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,10,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
3,10,"CB4856","Pseudomonas",107.430229,1,"Detrimental"
4,1,"N2","Control",490.067354,1,"Control"
4,1,"N2","Control",490.067354,1,"Control"
4,2,"N2","Control",490.067354,1,"Control"
4,2,"N2","Control",490.067354,1,"Control"
4,3,"N2","Control",490.067354,1,"Control"
4,4,"N2","Control",490.067354,1,"Control"
4,4,"N2","Control",490.067354,1,"Control"
4,6,"N2","Control",490.067354,1,"Control"
4,6,"N2","Control",490.067354,1,"Control"
4,6,"N2","Control",490.067354,1,"Control"
4,7,"N2","Control",490.067354,1,"Control"
4,7,"N2","Control",490.067354,1,"Control"
4,8,"N2","Control",490.067354,1,"Control"
4,8,"N2","Control",490.067354,1,"Control"
4,8,"N2","Control",490.067354,1,"Control"
4,9,"N2","Control",490.067354,1,"Control"
4,9,"N2","Control",490.067354,1,"Control"
4,10,"N2","Control",490.067354,1,"Control"
4,10,"N2","Control",490.067354,1,"Control"
4,1,"N2","EColi",322.6868195,1,"Beneficial"
4,2,"N2","EColi",322.6868195,1,"Beneficial"
4,2,"N2","EColi",322.6868195,1,"Beneficial"
4,2,"N2","EColi",322.6868195,1,"Beneficial"
4,3,"N2","EColi",322.6868195,1,"Beneficial"
4,4,"N2","EColi",322.6868195,1,"Beneficial"
4,4,"N2","EColi",322.6868195,1,"Beneficial"
4,4,"N2","EColi",322.6868195,1,"Beneficial"
4,4,"N2","EColi",322.6868195,1,"Beneficial"
4,4,"N2","EColi",322.6868195,1,"Beneficial"
4,4,"N2","EColi",322.6868195,1,"Beneficial"
4,5,"N2","EColi",322.6868195,1,"Beneficial"
4,5,"N2","EColi",322.6868195,1,"Beneficial"
4,5,"N2","EColi",322.6868195,1,"Beneficial"
4,5,"N2","EColi",322.6868195,1,"Beneficial"
4,5,"N2","EColi",322.6868195,1,"Beneficial"
4,6,"N2","EColi",322.6868195,1,"Beneficial"
4,7,"N2","EColi",322.6868195,1,"Beneficial"
4,7,"N2","EColi",322.6868195,1,"Beneficial"
4,7,"N2","EColi",322.6868195,1,"Beneficial"
4,8,"N2","EColi",322.6868195,1,"Beneficial"
4,9,"N2","EColi",322.6868195,1,"Beneficial"
4,9,"N2","EColi",322.6868195,1,"Beneficial"
4,9,"N2","EColi",322.6868195,1,"Beneficial"
4,9,"N2","EColi",322.6868195,1,"Beneficial"
4,10,"N2","EColi",322.6868195,1,"Beneficial"
4,10,"N2","EColi",322.6868195,1,"Beneficial"
4,1,"N2","Providencia",452.356096,1,"Beneficial"
4,1,"N2","Providencia",452.356096,1,"Beneficial"
4,1,"N2","Providencia",452.356096,1,"Beneficial"
4,1,"N2","Providencia",452.356096,1,"Beneficial"
4,1,"N2","Providencia",452.356096,1,"Beneficial"
4,1,"N2","Providencia",452.356096,1,"Beneficial"
4,1,"N2","Providencia",452.356096,1,"Beneficial"
4,1,"N2","Providencia",452.356096,1,"Beneficial"
4,1,"N2","Providencia",452.356096,1,"Beneficial"
4,1,"N2","Providencia",452.356096,1,"Beneficial"
4,1,"N2","Providencia",452.356096,1,"Beneficial"
4,2,"N2","Providencia",452.356096,1,"Beneficial"
4,2,"N2","Providencia",452.356096,1,"Beneficial"
4,2,"N2","Providencia",452.356096,1,"Beneficial"
4,2,"N2","Providencia",452.356096,1,"Beneficial"
4,2,"N2","Providencia",452.356096,1,"Beneficial"
4,3,"N2","Providencia",452.356096,1,"Beneficial"
4,3,"N2","Providencia",452.356096,1,"Beneficial"
4,3,"N2","Providencia",452.356096,1,"Beneficial"
4,3,"N2","Providencia",452.356096,1,"Beneficial"
4,3,"N2","Providencia",452.356096,1,"Beneficial"
4,3,"N2","Providencia",452.356096,1,"Beneficial"
4,3,"N2","Providencia",452.356096,1,"Beneficial"
4,4,"N2","Providencia",452.356096,1,"Beneficial"
4,4,"N2","Providencia",452.356096,1,"Beneficial"
4,4,"N2","Providencia",452.356096,1,"Beneficial"
4,4,"N2","Providencia",452.356096,1,"Beneficial"
4,4,"N2","Providencia",452.356096,1,"Beneficial"
4,4,"N2","Providencia",452.356096,1,"Beneficial"
4,5,"N2","Providencia",452.356096,1,"Beneficial"
4,5,"N2","Providencia",452.356096,1,"Beneficial"
4,5,"N2","Providencia",452.356096,1,"Beneficial"
4,5,"N2","Providencia",452.356096,1,"Beneficial"
4,5,"N2","Providencia",452.356096,1,"Beneficial"
4,5,"N2","Providencia",452.356096,1,"Beneficial"
4,5,"N2","Providencia",452.356096,1,"Beneficial"
4,5,"N2","Providencia",452.356096,1,"Beneficial"
4,5,"N2","Providencia",452.356096,1,"Beneficial"
4,5,"N2","Providencia",452.356096,1,"Beneficial"
4,5,"N2","Providencia",452.356096,1,"Beneficial"
4,6,"N2","Providencia",452.356096,1,"Beneficial"
4,6,"N2","Providencia",452.356096,1,"Beneficial"
4,6,"N2","Providencia",452.356096,1,"Beneficial"
4,6,"N2","Providencia",452.356096,1,"Beneficial"
4,6,"N2","Providencia",452.356096,1,"Beneficial"
4,6,"N2","Providencia",452.356096,1,"Beneficial"
4,6,"N2","Providencia",452.356096,1,"Beneficial"
4,6,"N2","Providencia",452.356096,1,"Beneficial"
4,7,"N2","Providencia",452.356096,1,"Beneficial"
4,7,"N2","Providencia",452.356096,1,"Beneficial"
4,7,"N2","Providencia",452.356096,1,"Beneficial"
4,7,"N2","Providencia",452.356096,1,"Beneficial"
4,7,"N2","Providencia",452.356096,1,"Beneficial"
4,7,"N2","Providencia",452.356096,1,"Beneficial"
4,8,"N2","Providencia",452.356096,1,"Beneficial"
4,8,"N2","Providencia",452.356096,1,"Beneficial"
4,8,"N2","Providencia",452.356096,1,"Beneficial"
4,8,"N2","Providencia",452.356096,1,"Beneficial"
4,8,"N2","Providencia",452.356096,1,"Beneficial"
4,8,"N2","Providencia",452.356096,1,"Beneficial"
4,8,"N2","Providencia",452.356096,1,"Beneficial"
4,9,"N2","Providencia",452.356096,1,"Beneficial"
4,9,"N2","Providencia",452.356096,1,"Beneficial"
4,9,"N2","Providencia",452.356096,1,"Beneficial"
4,10,"N2","Providencia",452.356096,1,"Beneficial"
4,10,"N2","Providencia",452.356096,1,"Beneficial"
4,10,"N2","Providencia",452.356096,1,"Beneficial"
4,10,"N2","Providencia",452.356096,1,"Beneficial"
4,10,"N2","Providencia",452.356096,1,"Beneficial"
4,10,"N2","Providencia",452.356096,1,"Beneficial"
4,10,"N2","Providencia",452.356096,1,"Beneficial"
4,10,"N2","Providencia",452.356096,1,"Beneficial"
4,10,"N2","Providencia",452.356096,1,"Beneficial"
4,1,"N2","Raoultella",73.63533065,1,"Beneficial"
4,1,"N2","Raoultella",73.63533065,1,"Beneficial"
4,1,"N2","Raoultella",73.63533065,1,"Beneficial"
4,1,"N2","Raoultella",73.63533065,1,"Beneficial"
4,1,"N2","Raoultella",73.63533065,1,"Beneficial"
4,1,"N2","Raoultella",73.63533065,1,"Beneficial"
4,1,"N2","Raoultella",73.63533065,1,"Beneficial"
4,1,"N2","Raoultella",73.63533065,1,"Beneficial"
4,2,"N2","Raoultella",73.63533065,1,"Beneficial"
4,2,"N2","Raoultella",73.63533065,1,"Beneficial"
4,2,"N2","Raoultella",73.63533065,1,"Beneficial"
4,3,"N2","Raoultella",73.63533065,1,"Beneficial"
4,3,"N2","Raoultella",73.63533065,1,"Beneficial"
4,3,"N2","Raoultella",73.63533065,1,"Beneficial"
4,4,"N2","Raoultella",73.63533065,1,"Beneficial"
4,4,"N2","Raoultella",73.63533065,1,"Beneficial"
4,4,"N2","Raoultella",73.63533065,1,"Beneficial"
4,4,"N2","Raoultella",73.63533065,1,"Beneficial"
4,5,"N2","Raoultella",73.63533065,1,"Beneficial"
4,5,"N2","Raoultella",73.63533065,1,"Beneficial"
4,5,"N2","Raoultella",73.63533065,1,"Beneficial"
4,5,"N2","Raoultella",73.63533065,1,"Beneficial"
4,5,"N2","Raoultella",73.63533065,1,"Beneficial"
4,6,"N2","Raoultella",73.63533065,1,"Beneficial"
4,6,"N2","Raoultella",73.63533065,1,"Beneficial"
4,6,"N2","Raoultella",73.63533065,1,"Beneficial"
4,6,"N2","Raoultella",73.63533065,1,"Beneficial"
4,6,"N2","Raoultella",73.63533065,1,"Beneficial"
4,7,"N2","Raoultella",73.63533065,1,"Beneficial"
4,7,"N2","Raoultella",73.63533065,1,"Beneficial"
4,7,"N2","Raoultella",73.63533065,1,"Beneficial"
4,7,"N2","Raoultella",73.63533065,1,"Beneficial"
4,7,"N2","Raoultella",73.63533065,1,"Beneficial"
4,8,"N2","Raoultella",73.63533065,1,"Beneficial"
4,8,"N2","Raoultella",73.63533065,1,"Beneficial"
4,8,"N2","Raoultella",73.63533065,1,"Beneficial"
4,8,"N2","Raoultella",73.63533065,1,"Beneficial"
4,8,"N2","Raoultella",73.63533065,1,"Beneficial"
4,9,"N2","Raoultella",73.63533065,1,"Beneficial"
4,9,"N2","Raoultella",73.63533065,1,"Beneficial"
4,9,"N2","Raoultella",73.63533065,1,"Beneficial"
4,9,"N2","Raoultella",73.63533065,1,"Beneficial"
4,9,"N2","Raoultella",73.63533065,1,"Beneficial"
4,9,"N2","Raoultella",73.63533065,1,"Beneficial"
4,9,"N2","Raoultella",73.63533065,1,"Beneficial"
4,10,"N2","Raoultella",73.63533065,1,"Beneficial"
4,10,"N2","Raoultella",73.63533065,1,"Beneficial"
4,10,"N2","Raoultella",73.63533065,1,"Beneficial"
4,10,"N2","Raoultella",73.63533065,1,"Beneficial"
4,10,"N2","Raoultella",73.63533065,1,"Beneficial"
4,1,"N2","Serratia",119.7399453,1,"Detrimental"
4,1,"N2","Serratia",119.7399453,1,"Detrimental"
4,1,"N2","Serratia",119.7399453,1,"Detrimental"
4,1,"N2","Serratia",119.7399453,1,"Detrimental"
4,1,"N2","Serratia",119.7399453,1,"Detrimental"
4,1,"N2","Serratia",119.7399453,1,"Detrimental"
4,1,"N2","Serratia",119.7399453,1,"Detrimental"
4,1,"N2","Serratia",119.7399453,1,"Detrimental"
4,1,"N2","Serratia",119.7399453,1,"Detrimental"
4,1,"N2","Serratia",119.7399453,1,"Detrimental"
4,1,"N2","Serratia",119.7399453,1,"Detrimental"
4,1,"N2","Serratia",119.7399453,1,"Detrimental"
4,1,"N2","Serratia",119.7399453,1,"Detrimental"
4,2,"N2","Serratia",119.7399453,1,"Detrimental"
4,2,"N2","Serratia",119.7399453,1,"Detrimental"
4,2,"N2","Serratia",119.7399453,1,"Detrimental"
4,2,"N2","Serratia",119.7399453,1,"Detrimental"
4,2,"N2","Serratia",119.7399453,1,"Detrimental"
4,2,"N2","Serratia",119.7399453,1,"Detrimental"
4,2,"N2","Serratia",119.7399453,1,"Detrimental"
4,3,"N2","Serratia",119.7399453,1,"Detrimental"
4,3,"N2","Serratia",119.7399453,1,"Detrimental"
4,3,"N2","Serratia",119.7399453,1,"Detrimental"
4,3,"N2","Serratia",119.7399453,1,"Detrimental"
4,3,"N2","Serratia",119.7399453,1,"Detrimental"
4,3,"N2","Serratia",119.7399453,1,"Detrimental"
4,3,"N2","Serratia",119.7399453,1,"Detrimental"
4,3,"N2","Serratia",119.7399453,1,"Detrimental"
4,3,"N2","Serratia",119.7399453,1,"Detrimental"
4,3,"N2","Serratia",119.7399453,1,"Detrimental"
4,3,"N2","Serratia",119.7399453,1,"Detrimental"
4,4,"N2","Serratia",119.7399453,1,"Detrimental"
4,4,"N2","Serratia",119.7399453,1,"Detrimental"
4,4,"N2","Serratia",119.7399453,1,"Detrimental"
4,4,"N2","Serratia",119.7399453,1,"Detrimental"
4,4,"N2","Serratia",119.7399453,1,"Detrimental"
4,4,"N2","Serratia",119.7399453,1,"Detrimental"
4,4,"N2","Serratia",119.7399453,1,"Detrimental"
4,4,"N2","Serratia",119.7399453,1,"Detrimental"
4,5,"N2","Serratia",119.7399453,1,"Detrimental"
4,5,"N2","Serratia",119.7399453,1,"Detrimental"
4,5,"N2","Serratia",119.7399453,1,"Detrimental"
4,5,"N2","Serratia",119.7399453,1,"Detrimental"
4,5,"N2","Serratia",119.7399453,1,"Detrimental"
4,5,"N2","Serratia",119.7399453,1,"Detrimental"
4,5,"N2","Serratia",119.7399453,1,"Detrimental"
4,5,"N2","Serratia",119.7399453,1,"Detrimental"
4,5,"N2","Serratia",119.7399453,1,"Detrimental"
4,5,"N2","Serratia",119.7399453,1,"Detrimental"
4,5,"N2","Serratia",119.7399453,1,"Detrimental"
4,6,"N2","Serratia",119.7399453,1,"Detrimental"
4,6,"N2","Serratia",119.7399453,1,"Detrimental"
4,6,"N2","Serratia",119.7399453,1,"Detrimental"
4,6,"N2","Serratia",119.7399453,1,"Detrimental"
4,6,"N2","Serratia",119.7399453,1,"Detrimental"
4,6,"N2","Serratia",119.7399453,1,"Detrimental"
4,6,"N2","Serratia",119.7399453,1,"Detrimental"
4,6,"N2","Serratia",119.7399453,1,"Detrimental"
4,6,"N2","Serratia",119.7399453,1,"Detrimental"
4,7,"N2","Serratia",119.7399453,1,"Detrimental"
4,7,"N2","Serratia",119.7399453,1,"Detrimental"
4,7,"N2","Serratia",119.7399453,1,"Detrimental"
4,7,"N2","Serratia",119.7399453,1,"Detrimental"
4,7,"N2","Serratia",119.7399453,1,"Detrimental"
4,7,"N2","Serratia",119.7399453,1,"Detrimental"
4,7,"N2","Serratia",119.7399453,1,"Detrimental"
4,7,"N2","Serratia",119.7399453,1,"Detrimental"
4,8,"N2","Serratia",119.7399453,1,"Detrimental"
4,8,"N2","Serratia",119.7399453,1,"Detrimental"
4,8,"N2","Serratia",119.7399453,1,"Detrimental"
4,8,"N2","Serratia",119.7399453,1,"Detrimental"
4,8,"N2","Serratia",119.7399453,1,"Detrimental"
4,8,"N2","Serratia",119.7399453,1,"Detrimental"
4,8,"N2","Serratia",119.7399453,1,"Detrimental"
4,8,"N2","Serratia",119.7399453,1,"Detrimental"
4,8,"N2","Serratia",119.7399453,1,"Detrimental"
4,8,"N2","Serratia",119.7399453,1,"Detrimental"
4,8,"N2","Serratia",119.7399453,1,"Detrimental"
4,8,"N2","Serratia",119.7399453,1,"Detrimental"
4,8,"N2","Serratia",119.7399453,1,"Detrimental"
4,9,"N2","Serratia",119.7399453,1,"Detrimental"
4,9,"N2","Serratia",119.7399453,1,"Detrimental"
4,9,"N2","Serratia",119.7399453,1,"Detrimental"
4,9,"N2","Serratia",119.7399453,1,"Detrimental"
4,9,"N2","Serratia",119.7399453,1,"Detrimental"
4,9,"N2","Serratia",119.7399453,1,"Detrimental"
4,9,"N2","Serratia",119.7399453,1,"Detrimental"
4,9,"N2","Serratia",119.7399453,1,"Detrimental"
4,9,"N2","Serratia",119.7399453,1,"Detrimental"
4,9,"N2","Serratia",119.7399453,1,"Detrimental"
4,9,"N2","Serratia",119.7399453,1,"Detrimental"
4,9,"N2","Serratia",119.7399453,1,"Detrimental"
4,9,"N2","Serratia",119.7399453,1,"Detrimental"
4,9,"N2","Serratia",119.7399453,1,"Detrimental"
4,9,"N2","Serratia",119.7399453,1,"Detrimental"
4,10,"N2","Serratia",119.7399453,1,"Detrimental"
4,10,"N2","Serratia",119.7399453,1,"Detrimental"
4,10,"N2","Serratia",119.7399453,1,"Detrimental"
4,10,"N2","Serratia",119.7399453,1,"Detrimental"
4,10,"N2","Serratia",119.7399453,1,"Detrimental"
4,10,"N2","Serratia",119.7399453,1,"Detrimental"
4,10,"N2","Serratia",119.7399453,1,"Detrimental"
4,10,"N2","Serratia",119.7399453,1,"Detrimental"
4,10,"N2","Serratia",119.7399453,1,"Detrimental"
4,10,"N2","Serratia",119.7399453,1,"Detrimental"
4,10,"N2","Serratia",119.7399453,1,"Detrimental"
4,10,"N2","Serratia",119.7399453,1,"Detrimental"
4,10,"N2","Serratia",119.7399453,1,"Detrimental"
4,10,"N2","Serratia",119.7399453,1,"Detrimental"
4,10,"N2","Serratia",119.7399453,1,"Detrimental"
4,10,"N2","Serratia",119.7399453,1,"Detrimental"
4,1,"N2","Pseudomonas",490.067354,1,"Detrimental"
4,1,"N2","Pseudomonas",490.067354,1,"Detrimental"
4,1,"N2","Pseudomonas",490.067354,1,"Detrimental"
4,1,"N2","Pseudomonas",490.067354,1,"Detrimental"
4,1,"N2","Pseudomonas",490.067354,1,"Detrimental"
4,1,"N2","Pseudomonas",490.067354,1,"Detrimental"
4,1,"N2","Pseudomonas",490.067354,1,"Detrimental"
4,2,"N2","Pseudomonas",490.067354,1,"Detrimental"
4,2,"N2","Pseudomonas",490.067354,1,"Detrimental"
4,2,"N2","Pseudomonas",490.067354,1,"Detrimental"
4,2,"N2","Pseudomonas",490.067354,1,"Detrimental"
4,2,"N2","Pseudomonas",490.067354,1,"Detrimental"
4,2,"N2","Pseudomonas",490.067354,1,"Detrimental"
4,2,"N2","Pseudomonas",490.067354,1,"Detrimental"
4,2,"N2","Pseudomonas",490.067354,1,"Detrimental"
4,2,"N2","Pseudomonas",490.067354,1,"Detrimental"
4,2,"N2","Pseudomonas",490.067354,1,"Detrimental"
